run_id,project,model_family,framework,git_commit,branch,data_version,seed,start_time,end_time,status,failure_reason,train_metric_primary,val_metric_primary,test_metric_primary,metric_name,train_loss_final,epochs,max_lr,batch_size,num_params_millions,hardware_type,gpu_type,cpu_hours,gpu_hours,cloud_provider,triggered_by,registry_model_name,registry_version
c6485c07-542d-481d-9038-929e752b13fa,fraud_detection,xgboost,xgboost,dfed273,experiment/new_arch,fraud_v1,123,2024-05-18T07:48:16.280056,2024-05-18T08:01:40.162133,success,,0.9213373634658489,0.9029894092735447,0.9074378300384792,roc_auc,0.0579,74,0.00046,1024,1.002,multi_gpu,V100,0.882,1.424,on_prem,ci_pipeline,fraud_detection_model,16
d6856aba-1629-4c1b-8d85-30f70c25fd5d,recsys_clickthrough,lightgbm,tensorflow,30b0507,bugfix/data_issue,recsys_v2,42,2024-12-16T16:25:23.493663,2024-12-16T16:57:02.075178,failed,nan_loss,,,,roc_auc,,11,0.01919,2048,2.306,cpu,,2.599,0.0,gcp,scheduled_job,recsys_clickthrough_model,4
2e7d1064-a69e-4b6a-a378-84b1a4cddbfb,recsys_clickthrough,tabnet,xgboost,01a954a,experiment/hyperparam,recsys_v2,456,2024-05-24T11:05:02.464409,2024-05-24T11:37:27.137059,failed,early_stopped,,,,roc_auc,,61,0.00111,256,4.562,single_gpu,V100,0.581,0.455,azure,ci_pipeline,recsys_clickthrough_model,4
fe3a7db0-801c-4470-81e7-cd70e828abe0,fraud_detection,tabnet,pytorch,8251347,bugfix/data_issue,fraud_v3,1337,2024-12-25T02:33:17.992091,2024-12-25T03:57:58.318314,failed,oom,,,,roc_auc,,36,0.00012,256,6.546,cpu,,4.517,0.0,azure,user,fraud_detection_model,18
5b049743-767a-46ba-8684-a85ee7eaa740,recsys_clickthrough,cnn,tensorflow,9b3a47e,main,recsys_v1,2024,2024-06-03T14:31:25.563570,2024-06-03T15:28:22.378389,success,,0.8286383990253696,0.8207600132424859,0.8122226373616914,roc_auc,0.1814,36,0.00032,64,8.797,single_gpu,T4,3.1,0.846,aws,user,recsys_clickthrough_model,15
084b13e2-de21-42c7-81e9-282cd8d9be0b,rag_qa_service,tabnet,sklearn,1fb2058,experiment/new_arch,rag_corpus_2,42,2024-04-22T12:20:35.323397,2024-04-22T13:26:56.196927,success,,0.804540327372731,0.7848538774674021,0.7673025501204683,f1,0.1889,16,0.00553,256,8.135,cpu,,2.55,0.0,azure,scheduled_job,rag_qa_service_model,18
c139aae3-718a-4d2c-a9db-c760f36cc013,rag_qa_service,tabnet,pytorch,e32c262,experiment/hyperparam,rag_corpus_4,2024,2024-11-11T09:12:03.198843,2024-11-11T09:38:13.589464,failed,infra_error,,,,f1,,7,0.00433,512,8.677,single_gpu,V100,0.445,0.438,gcp,user,rag_qa_service_model,7
18ef2022-69d2-4324-8210-365efd6e3783,rag_qa_service,cnn,tensorflow,dd3a641,experiment/hyperparam,rag_corpus_3,2024,2024-07-04T22:23:37.383452,2024-07-04T22:37:23.086822,success,,0.785976222984845,0.7719357144166996,0.8190903619469628,f1,0.2175,77,0.00068,64,5.22,single_gpu,T4,0.312,0.214,aws,scheduled_job,rag_qa_service_model,2
c17cd35d-5c68-4573-82aa-26f8c71156ad,fraud_detection,tabnet,lightgbm,5c6f1e3,main,fraud_v4,42,2024-07-08T18:30:08.112396,2024-07-08T19:08:47.074039,failed,oom,,,,roc_auc,,43,0.00841,512,2.892,single_gpu,V100,1.605,0.593,on_prem,ci_pipeline,fraud_detection_model,10
e781e349-ab7a-4486-a693-6ef2fa0f2d7b,energy_forecasting,transformer,tensorflow,6426fae,bugfix/data_issue,energy_5,456,2024-05-28T05:13:06.521957,2024-05-28T05:44:46.650872,success,,0.18567094088334712,0.19704088487817611,0.19966593752526185,rmse,0.0303,58,3.7e-05,16,30.328,cpu,,2.78,0.0,azure,ci_pipeline,energy_forecasting_model,20
779d9c77-20e5-48f5-b2b1-7f3cd4992e50,energy_forecasting,transformer,lightgbm,737ec21,bugfix/data_issue,energy_5,456,2024-02-04T02:04:18.741583,2024-02-04T02:44:55.044913,success,,0.26682090745916953,0.22963099250277136,0.20492487474712848,rmse,0.0624,21,3e-05,16,208.198,single_gpu,A100,2.223,0.606,azure,user,energy_forecasting_model,2
7d76a8e2-d70a-4fd2-86fd-43b79fadf33e,recsys_clickthrough,transformer,xgboost,d16a3b7,develop,recsys_v2,2024,2024-09-07T23:34:20.418907,2024-09-08T00:09:01.164427,success,,0.8289512980623436,0.8239860546035056,0.7929727859821829,roc_auc,0.1724,69,0.000468,16,109.818,cpu,,1.333,0.0,on_prem,scheduled_job,recsys_clickthrough_model,2
424aa74f-6d1e-4d2b-acaf-2483276a67c8,recsys_clickthrough,xgboost,lightgbm,27885c7,bugfix/data_issue,recsys_v4,1337,2024-06-11T18:12:11.670451,2024-06-11T18:29:42.108278,success,,0.8411111643020448,0.8389436972254072,0.8325024669012937,roc_auc,0.1752,34,0.01688,1024,1.222,single_gpu,A100,1.112,0.249,on_prem,ci_pipeline,recsys_clickthrough_model,9
8f9120a2-0c93-47c1-a743-d4d3936d4d7f,rag_qa_service,lightgbm,tensorflow,7b35e12,experiment/new_arch,rag_corpus_2,2024,2024-03-19T02:13:37.932414,2024-03-19T02:29:27.328394,success,,0.8108123684301942,0.7929941397124212,0.7620703719404691,f1,0.1628,10,0.03492,1024,1.71,multi_gpu,V100,1.366,0.91,azure,user,rag_qa_service_model,14
05e14645-0f4e-49cb-9c42-672b6a768052,rag_qa_service,tabnet,sklearn,dc605cd,experiment/new_arch,rag_corpus_5,2024,2024-09-25T03:23:39.740012,2024-09-25T04:08:57.353830,success,,0.8077799583946462,0.7948492336616594,0.7769904482110002,f1,0.2295,65,0.00595,512,7.909,single_gpu,V100,2.209,0.629,gcp,user,rag_qa_service_model,13
97ae1784-a1c7-47d0-88ec-7796951e1d35,energy_forecasting,transformer,pytorch,def8e9a,main,energy_4,123,2024-11-12T09:37:04.350048,2024-11-12T10:21:04.640777,success,,0.2666770416497733,0.2879297789503702,0.33076230033217424,rmse,0.0901,30,0.000201,32,82.795,single_gpu,T4,2.3,0.656,azure,scheduled_job,energy_forecasting_model,11
5e9d6385-c094-4265-b56a-0719993031b0,energy_forecasting,transformer,tensorflow,cd4108f,experiment/hyperparam,energy_2,2024,2024-01-26T01:05:48.930599,2024-01-26T01:34:23.833418,success,,0.19133882430410684,0.19231319178212553,0.2263050182162108,rmse,0.064,5,3.4e-05,16,88.317,cpu,,3.721,0.0,aws,ci_pipeline,energy_forecasting_model,5
cf7b43c9-e1b7-424a-bd27-296e1bbe585b,recsys_clickthrough,lightgbm,lightgbm,a93bc29,main,recsys_v2,456,2024-02-09T10:56:42.169202,2024-02-09T11:31:44.083587,success,,0.7919890242299873,0.7771643000775554,0.7726950443710384,roc_auc,0.2223,28,0.00539,1024,0.666,cpu,,3.537,0.0,azure,user,recsys_clickthrough_model,19
be3b21d0-d920-4461-9d91-41172d965dfa,recsys_clickthrough,xgboost,tensorflow,d91fc56,experiment/hyperparam,recsys_v1,1337,2024-08-24T08:28:44.059935,2024-08-24T09:12:43.407779,success,,0.8375425551771882,0.8170868434937251,0.8102440092416174,roc_auc,0.1439,58,0.08111,512,2.574,cpu,,2.244,0.0,on_prem,scheduled_job,recsys_clickthrough_model,15
ffade0df-21b9-4116-8360-ce78fa0fc429,recsys_clickthrough,transformer,pytorch,bf4c876,bugfix/data_issue,recsys_v3,456,2024-11-06T21:00:26.214370,2024-11-06T21:24:46.760011,success,,0.7961829536114099,0.7846457025519546,0.7858098769208747,roc_auc,0.181,62,0.00013,16,282.123,cpu,,2.382,0.0,azure,ci_pipeline,recsys_clickthrough_model,20
394be6f3-6e6c-435d-ad79-2b8d66b004e2,rag_qa_service,cnn,sklearn,7575449,experiment/hyperparam,rag_corpus_5,42,2024-07-07T13:39:17.010082,2024-07-07T14:20:19.718432,success,,0.8231895789904984,0.8080392263184117,0.820883875091217,f1,0.1871,74,0.00248,128,14.347,single_gpu,T4,1.422,0.628,gcp,user,rag_qa_service_model,16
b3d120fe-8878-4a6c-93e9-1adf4e26ecd5,rag_qa_service,transformer,sklearn,13b4978,experiment/new_arch,rag_corpus_5,456,2024-05-08T09:51:36.798840,2024-05-08T14:51:36.798840,success,,0.7818262299729154,0.7642365377679827,0.7449159074045434,f1,0.2134,18,0.000395,16,201.99,multi_gpu,V100,31.059,33.874,azure,ci_pipeline,rag_qa_service_model,7
c94f8519-a8d2-4675-911f-82c68c643b86,energy_forecasting,xgboost,xgboost,fb3b49c,bugfix/data_issue,energy_3,42,2024-10-30T21:49:28.065882,2024-10-30T22:14:13.001111,failed,early_stopped,,,,rmse,,4,0.00461,1024,1.674,single_gpu,T4,0.767,0.427,azure,user,energy_forecasting_model,9
e301bd7b-8fcb-4dd4-94d3-58db1de5fcc5,fraud_detection,xgboost,xgboost,4fac104,experiment/new_arch,fraud_v4,456,2024-03-08T07:01:32.709422,2024-03-08T07:36:19.680494,success,,0.849858219317176,0.8432063917911233,0.8666120939081166,roc_auc,0.1527,11,0.00038,512,0.208,cpu,,3.918,0.0,azure,scheduled_job,fraud_detection_model,16
de8ec752-a9b6-407e-996a-c701e93803d6,fraud_detection,tabnet,sklearn,2cf1386,bugfix/data_issue,fraud_v5,123,2024-10-10T03:04:31.467923,2024-10-10T03:50:34.517780,success,,0.8555082007032359,0.8318738457937188,0.844305335457792,roc_auc,0.1448,42,0.00015,512,0.991,multi_gpu,V100,3.982,4.025,on_prem,ci_pipeline,fraud_detection_model,20
19a78d35-6704-4408-946c-c10dacb49609,fraud_detection,tabnet,sklearn,f33a221,main,fraud_v4,789,2024-09-08T14:53:28.138108,2024-09-08T15:36:38.593516,success,,0.8734584449733789,0.8468454276672973,0.8418317213000418,roc_auc,0.1202,39,0.00044,512,8.054,multi_gpu,V100,2.608,3.334,aws,ci_pipeline,fraud_detection_model,15
df628d08-82d6-49cd-a6b9-96016226e6c8,fraud_detection,lightgbm,tensorflow,caae68a,experiment/hyperparam,fraud_v2,42,2024-01-22T18:25:45.214109,2024-01-22T19:05:49.491753,success,,0.8354061434393685,0.8216331807847643,0.8464034455819567,roc_auc,0.1381,62,0.01934,512,2.015,single_gpu,A100,1.229,0.789,azure,ci_pipeline,fraud_detection_model,10
46f9cb69-e79f-4e2d-994e-1cb6af585b21,rag_qa_service,cnn,xgboost,879eb90,develop,rag_corpus_5,1337,2024-12-13T00:53:16.056901,2024-12-13T02:33:22.416024,failed,infra_error,,,,f1,,69,0.00031,128,7.763,single_gpu,A100,5.462,1.344,aws,scheduled_job,rag_qa_service_model,6
f9d798af-2089-46ac-847c-ecad2ed45345,rag_qa_service,transformer,sklearn,7651267,experiment/new_arch,rag_corpus_5,42,2024-06-15T00:16:29.853664,2024-06-15T00:45:13.003828,failed,oom,,,,f1,,68,1.6e-05,32,157.652,single_gpu,V100,1.159,0.416,azure,ci_pipeline,rag_qa_service_model,18
b4e21d17-2991-4b0a-bfdd-270ad0fd797c,rag_qa_service,transformer,sklearn,35cac38,experiment/hyperparam,rag_corpus_4,2024,2024-06-25T22:04:31.228615,2024-06-25T23:46:20.409431,failed,oom,,,,f1,,73,7.4e-05,32,131.581,cpu,,9.013,0.0,gcp,ci_pipeline,rag_qa_service_model,14
e0bc1f8c-1346-4ec4-ac8f-220c0c4da1b5,fraud_detection,lightgbm,sklearn,71d7b84,experiment/new_arch,fraud_v4,123,2024-06-15T17:26:58.204086,2024-06-15T17:52:24.070808,failed,infra_error,,,,roc_auc,,38,0.00273,512,1.915,single_gpu,V100,1.064,0.484,gcp,scheduled_job,fraud_detection_model,17
38733eaf-1f85-4ed5-8412-adc173846651,energy_forecasting,xgboost,tensorflow,bd9ad77,experiment/hyperparam,energy_5,1337,2024-05-17T16:21:36.269689,2024-05-17T16:57:25.336335,success,,0.23343842246633387,0.23349010424950095,0.28162114830842994,rmse,0.0421,55,0.01402,512,0.573,single_gpu,T4,0.723,0.631,gcp,user,energy_forecasting_model,11
258b43c3-1a13-4d95-be08-4c2e82fe78c1,rag_qa_service,transformer,lightgbm,fca2f2f,experiment/hyperparam,rag_corpus_1,789,2024-02-06T09:28:28.099991,2024-02-06T11:27:33.074960,success,,0.6952055287012253,0.6823956100238749,0.6668281220283601,f1,0.3006,22,0.000764,64,128.109,multi_gpu,T4,15.416,14.751,gcp,user,rag_qa_service_model,16
d0d686e8-e2d2-4ba5-ae77-514f12d40d5a,energy_forecasting,cnn,xgboost,baddd65,experiment/new_arch,energy_5,42,2024-08-13T08:56:41.581103,2024-08-13T09:21:19.727284,success,,0.22912555272147195,0.24785077429825236,0.2884021062509728,rmse,0.0588,14,0.00489,256,1.442,single_gpu,A100,1.414,0.375,azure,scheduled_job,energy_forecasting_model,4
6e3d16c4-7a18-4d8f-b421-a25c8816a212,fraud_detection,transformer,pytorch,be0c452,bugfix/data_issue,fraud_v4,1337,2024-09-05T20:34:16.510980,2024-09-05T20:54:24.784233,failed,early_stopped,,,,roc_auc,,51,0.000317,64,245.914,single_gpu,T4,1.333,0.324,gcp,ci_pipeline,fraud_detection_model,8
b4146162-621c-4a9f-87f8-e1032aaa9069,rag_qa_service,tabnet,pytorch,3a7ae74,bugfix/data_issue,rag_corpus_2,42,2024-06-10T05:33:10.455730,2024-06-10T05:56:50.205530,success,,0.790103708358511,0.769115939838639,0.7897513485633397,f1,0.2262,61,0.00055,512,7.876,single_gpu,A100,0.798,0.462,azure,scheduled_job,rag_qa_service_model,7
a255ef27-55c2-4b5d-b813-d1e1a47f038d,rag_qa_service,transformer,sklearn,399f4fa,experiment/hyperparam,rag_corpus_1,1337,2024-11-11T17:59:25.453781,2024-11-11T19:11:54.152118,success,,0.7883397874587526,0.781050192081638,0.7657228250089285,f1,0.2499,80,4.4e-05,16,270.747,cpu,,4.499,0.0,on_prem,scheduled_job,rag_qa_service_model,8
7801c576-ff87-4c2d-aef5-823b5262a834,recsys_clickthrough,tabnet,tensorflow,abadaea,experiment/hyperparam,recsys_v4,42,2024-07-30T13:03:59.526098,2024-07-30T14:06:44.442032,success,,0.8674976942156223,0.8508271331809244,0.836844201619086,roc_auc,0.1323,25,0.00079,512,3.286,single_gpu,T4,2.077,1.118,azure,user,recsys_clickthrough_model,5
c30344ff-429d-4bdc-b7d7-8baacdd1a1bb,energy_forecasting,tabnet,xgboost,ed4d7cb,experiment/hyperparam,energy_1,789,2024-12-17T10:56:42.883913,2024-12-17T11:06:09.869517,success,,0.3024975433200437,0.31852157582833596,0.31270615218746256,rmse,0.0872,53,0.00596,256,3.834,single_gpu,T4,0.213,0.135,on_prem,user,energy_forecasting_model,9
60d17b66-abd0-40b2-813f-bbce433852aa,fraud_detection,transformer,tensorflow,aa9df13,main,fraud_v5,1337,2024-04-29T17:20:06.103393,2024-04-29T17:57:31.501688,success,,0.9098568128465145,0.9046306301522677,0.8946672185027014,roc_auc,0.1173,41,0.00044,64,217.748,single_gpu,A100,0.776,0.52,aws,ci_pipeline,fraud_detection_model,14
59a7c6c8-4a4b-4094-b406-5aa7f9bc95b4,fraud_detection,lightgbm,sklearn,f471e27,bugfix/data_issue,fraud_v4,1337,2024-09-27T22:16:35.649639,2024-09-27T22:26:20.934694,success,,0.9202775424050786,0.9171009684162802,0.916378036133243,roc_auc,0.1051,55,0.05833,2048,0.422,single_gpu,V100,0.403,0.131,aws,scheduled_job,fraud_detection_model,2
a6f1ff94-ce8e-4d60-987d-23fdca844df7,energy_forecasting,lightgbm,lightgbm,735f5ea,main,energy_4,456,2024-03-10T06:43:22.816312,2024-03-10T07:35:58.190669,failed,early_stopped,,,,rmse,,30,0.00909,2048,2.89,cpu,,3.176,0.0,on_prem,user,energy_forecasting_model,2
3b70978b-0b1d-48fa-84ae-606887c25915,energy_forecasting,lightgbm,pytorch,c3d89d3,develop,energy_5,42,2024-04-11T04:55:39.542689,2024-04-11T05:45:45.739249,failed,nan_loss,,,,rmse,,6,0.00115,512,2.893,single_gpu,T4,0.866,0.992,azure,user,energy_forecasting_model,12
77a32284-8834-41f1-b8d5-90b2d0ef9230,recsys_clickthrough,tabnet,tensorflow,0426117,experiment/hyperparam,recsys_v5,1337,2024-02-09T19:18:47.259481,2024-02-09T19:44:49.087590,success,,0.8261769461033985,0.8239070439419532,0.824397247427132,roc_auc,0.1838,6,0.00012,512,8.966,single_gpu,A100,1.121,0.519,aws,user,recsys_clickthrough_model,16
938509d4-2e55-46be-9c1a-c8922538c8ac,rag_qa_service,transformer,sklearn,7e11914,bugfix/data_issue,rag_corpus_5,2024,2024-04-28T16:37:28.140498,2024-04-28T17:56:34.013734,failed,early_stopped,,,,f1,,17,8.1e-05,64,195.716,single_gpu,V100,3.629,1.53,on_prem,ci_pipeline,rag_qa_service_model,7
bafb6990-6ec5-42f3-aabe-983f99ae87d0,rag_qa_service,transformer,pytorch,6d6b554,develop,rag_corpus_4,42,2024-02-03T07:07:44.925912,2024-02-03T08:06:37.941494,success,,0.7942164944833355,0.7744534032185245,0.7381321667417154,f1,0.2215,50,1.2e-05,16,98.67,cpu,,7.51,0.0,aws,user,rag_qa_service_model,18
ba4b97f1-5e9c-4fe8-85bd-fd4f7a8a06ca,fraud_detection,tabnet,xgboost,8a6df6e,main,fraud_v3,1337,2024-04-24T01:03:08.481628,2024-04-24T01:33:16.000125,failed,oom,,,,roc_auc,,31,0.00051,512,6.045,cpu,,0.775,0.0,gcp,scheduled_job,fraud_detection_model,18
19b00b1f-0b9e-43e8-988b-fe1bd8abc9f5,energy_forecasting,xgboost,tensorflow,9cdfd9a,main,energy_5,2024,2024-10-29T18:04:35.472168,2024-10-29T18:19:16.694352,success,,0.2638505929985032,0.2775211919093025,0.23740874916306687,rmse,0.0879,42,0.0863,2048,2.96,single_gpu,T4,0.757,0.248,gcp,scheduled_job,energy_forecasting_model,12
a987ff4a-d369-4dd6-9aae-8895292116a0,fraud_detection,lightgbm,pytorch,962a0b3,experiment/new_arch,fraud_v4,456,2024-02-27T10:54:18.923051,2024-02-27T12:01:30.886057,failed,nan_loss,,,,roc_auc,,22,0.09294,512,0.536,single_gpu,A100,3.116,1.067,azure,ci_pipeline,fraud_detection_model,2
c841c035-fb9a-42e3-b153-955c386955c3,fraud_detection,cnn,lightgbm,a774c16,experiment/hyperparam,fraud_v5,789,2024-07-11T07:56:34.003024,2024-07-11T08:21:33.431309,success,,0.8261734200066313,0.822167170236169,0.8222458257319418,roc_auc,0.1748,10,0.00871,256,17.0,single_gpu,T4,1.464,0.411,gcp,user,fraud_detection_model,7
3cb2b201-ead6-444b-ba7f-c644c59663af,energy_forecasting,lightgbm,pytorch,c417628,develop,energy_5,1337,2024-10-31T04:10:58.127513,2024-10-31T04:36:14.847349,success,,0.2704956702678154,0.26114249661737493,0.3006493726668149,rmse,0.0765,5,0.00423,1024,0.475,single_gpu,T4,1.627,0.439,on_prem,scheduled_job,energy_forecasting_model,3
54ade3bd-da86-49df-b11f-a83e6565a1d1,energy_forecasting,tabnet,lightgbm,9b6105c,bugfix/data_issue,energy_4,2024,2024-12-01T17:10:58.890916,2024-12-01T17:32:06.962567,failed,early_stopped,,,,rmse,,58,0.0011,256,7.837,cpu,,1.635,0.0,on_prem,scheduled_job,energy_forecasting_model,17
ce30cda3-54ac-4348-8cd9-e9f457b1a567,fraud_detection,transformer,tensorflow,b3c1a83,experiment/hyperparam,fraud_v3,2024,2024-12-15T18:02:11.533974,2024-12-15T18:38:51.788451,failed,nan_loss,,,,roc_auc,,28,0.000132,32,265.463,single_gpu,T4,1.351,0.522,aws,ci_pipeline,fraud_detection_model,5
5a79257e-609c-4bea-b8dc-e3a7a5645c89,fraud_detection,lightgbm,lightgbm,799aeaf,experiment/hyperparam,fraud_v3,123,2024-06-09T12:19:20.176157,2024-06-09T13:25:29.264354,success,,0.8635674038106006,0.8569904901968446,0.831027393640361,roc_auc,0.1653,10,0.00037,2048,2.29,multi_gpu,V100,6.308,6.863,azure,scheduled_job,fraud_detection_model,17
7b785e23-4383-4890-9bb8-af6b1a20137b,fraud_detection,cnn,lightgbm,70d1dd9,bugfix/data_issue,fraud_v4,789,2024-07-30T19:41:08.192119,2024-07-30T20:37:29.381108,success,,0.8921738208244573,0.8658876653687444,0.845186143495521,roc_auc,0.0738,80,0.0005,128,10.766,cpu,,6.091,0.0,on_prem,scheduled_job,fraud_detection_model,17
677c934e-23bf-405c-85c3-a839ce451642,recsys_clickthrough,xgboost,lightgbm,1e5b823,experiment/new_arch,recsys_v4,1337,2024-07-09T19:16:22.040134,2024-07-09T19:48:23.837092,success,,0.7845179454681062,0.7678212199798058,0.7751531849017428,roc_auc,0.1967,55,0.00444,1024,2.942,single_gpu,V100,1.323,0.497,azure,scheduled_job,recsys_clickthrough_model,20
5533bfd1-ca0d-4da0-b2c5-337f29042ca4,fraud_detection,cnn,sklearn,5864df9,develop,fraud_v3,42,2024-07-31T16:47:53.331997,2024-07-31T17:12:13.087755,success,,0.8429210181596071,0.8382235943433315,0.8263305018593964,roc_auc,0.1549,79,0.00622,64,10.005,single_gpu,V100,1.218,0.352,azure,ci_pipeline,fraud_detection_model,3
b597dc14-2103-4a33-a1f0-7657e16ff5ae,energy_forecasting,tabnet,lightgbm,a52bffe,main,energy_4,1337,2024-05-12T01:36:50.846392,2024-05-12T01:54:38.479223,success,,0.20641582309143872,0.19501372460037072,0.20939225063449046,rmse,0.0404,65,0.00026,512,3.961,single_gpu,V100,0.744,0.319,gcp,user,energy_forecasting_model,8
1af0359a-ff49-42ab-81b2-1dfa44952c80,recsys_clickthrough,lightgbm,sklearn,4c88b8a,bugfix/data_issue,recsys_v2,1337,2024-05-17T12:03:57.846259,2024-05-17T12:51:50.077901,success,,0.8451483977799067,0.8503003084018922,0.8776377937507827,roc_auc,0.1878,55,0.00091,512,0.707,single_gpu,T4,1.685,0.793,gcp,scheduled_job,recsys_clickthrough_model,8
f4637f10-cb53-444c-a26a-8047d9109d8f,rag_qa_service,tabnet,tensorflow,cc33fce,develop,rag_corpus_3,2024,2024-12-11T16:51:37.048819,2024-12-11T17:20:08.202242,success,,0.9551397895371077,0.9339440404227619,0.9307461006357427,f1,0.0257,23,0.00012,512,2.898,multi_gpu,V100,2.985,3.504,azure,user,rag_qa_service_model,20
12b77ae2-e4e5-4d28-98d7-5018b7156c63,recsys_clickthrough,cnn,sklearn,ad81dd4,develop,recsys_v3,789,2024-11-26T10:28:56.606338,2024-11-26T10:41:34.449740,success,,0.8316728165922637,0.8281385454346889,0.806507585362401,roc_auc,0.2021,47,0.00035,128,8.168,single_gpu,V100,0.223,0.196,aws,user,recsys_clickthrough_model,14
c7217203-5dce-43df-a870-1ae1787d2c43,fraud_detection,transformer,xgboost,561351b,experiment/hyperparam,fraud_v2,123,2024-01-14T23:32:09.435067,2024-01-15T00:28:21.661327,success,,0.9310828227549363,0.9156937223180897,0.9001350300031928,roc_auc,0.0651,3,0.000379,32,159.564,multi_gpu,A100,2.362,4.892,gcp,user,fraud_detection_model,1
2da4bc9f-f4bd-4746-a82d-e57dad7dbe65,energy_forecasting,lightgbm,pytorch,8b81440,experiment/new_arch,energy_5,789,2024-01-23T22:11:26.314285,2024-01-23T22:31:01.255752,success,,0.1503551829595055,0.1608600134517832,0.15054301707240553,rmse,0.0161,21,0.01303,2048,1.755,multi_gpu,A100,1.35,2.585,aws,scheduled_job,energy_forecasting_model,14
683b1200-2a82-4d77-bc7b-cc685634d2d9,fraud_detection,tabnet,tensorflow,36a1f18,bugfix/data_issue,fraud_v5,1337,2024-01-08T10:07:42.683104,2024-01-08T10:32:26.049435,success,,0.8731461476742345,0.8714556488383448,0.8755125012250424,roc_auc,0.1258,5,0.00024,512,3.208,multi_gpu,T4,1.253,3.041,on_prem,scheduled_job,fraud_detection_model,3
