timestamp,project,environment,registry_model_name,registry_version,deployment_id,requests,successful_requests,error_requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,cpu_utilization_mean,memory_utilization_mean,gpu_utilization_mean,drift_score,data_freshness_minutes,sla_violation,incident_id
2024-01-03T03:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,5417,5362,55,48.514,112.197,167.78,14.15,5.0,1.0,0.083,11.37,False,
2024-01-03T04:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,7288,7199,89,63.916,108.703,218.456,36.2,41.98,1.0,0.105,2.73,False,
2024-01-03T05:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,908,908,0,10.0,11.0,12.0,24.37,17.35,1.0,0.083,3.2,False,
2024-01-03T06:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,16047,15906,141,166.885,405.321,408.035,28.63,46.35,74.11,0.069,17.6,True,
2024-01-03T07:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,14973,14930,43,152.383,307.129,506.503,41.3,29.56,43.52,0.076,4.49,True,
2024-01-03T08:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,16707,16599,108,194.36,421.666,497.148,59.86,59.54,65.51,0.069,2.22,True,INC-8f22c2a1
2024-01-03T09:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,19271,19266,5,214.833,482.725,594.025,68.12,38.69,41.15,0.062,11.62,True,INC-8f22c2a1
2024-01-03T10:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,16746,16746,0,175.506,422.36,507.612,29.5,74.53,32.94,0.065,7.86,True,INC-8f22c2a1
2024-01-03T11:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,16973,16804,169,166.778,370.701,384.459,83.98,28.83,25.32,0.076,9.38,True,
2024-01-03T12:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,13150,13061,89,185.563,399.37,595.026,56.78,51.86,51.47,0.083,10.2,True,
2024-01-03T13:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,16425,16307,118,184.01,377.672,589.01,28.45,42.92,57.42,0.064,9.05,True,
2024-01-03T14:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,14978,14780,198,135.512,277.546,317.47,45.63,22.55,39.63,0.088,25.96,True,
2024-01-03T15:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,13574,13436,138,143.704,288.641,429.46,7.22,35.27,20.42,0.106,4.28,True,
2024-01-03T16:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,10994,10880,114,104.725,210.14,361.317,33.05,10.12,16.91,0.079,11.32,False,
2024-01-03T17:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,13951,13834,117,149.103,317.462,449.306,72.54,34.57,33.4,0.106,25.59,True,
2024-01-03T18:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,237,234,3,186.587,332.716,518.732,75.81,49.47,67.8,0.214,3.19,False,
2024-01-03T18:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,17578,17396,182,194.076,421.625,673.203,35.43,56.69,51.92,0.131,8.67,True,
2024-01-03T19:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,199,195,4,145.664,332.247,502.792,54.93,49.02,29.92,0.231,9.15,False,
2024-01-03T19:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,18008,17997,11,184.492,400.175,640.029,45.27,48.26,11.99,0.138,6.08,True,INC-458ec550
2024-01-03T20:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,171,168,3,138.758,241.532,437.18,51.34,46.66,53.71,0.212,7.97,False,
2024-01-03T20:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,22006,21862,144,244.651,501.416,842.766,69.24,55.11,35.33,0.127,25.39,True,INC-458ec550
2024-01-03T21:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,18713,18713,0,217.417,429.751,685.184,55.28,51.98,61.7,0.124,6.85,True,INC-458ec550
2024-01-03T21:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,208,206,2,163.173,371.986,456.549,36.95,61.64,40.72,0.201,6.53,True,
2024-01-03T22:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,14615,14602,13,163.789,366.528,567.3,36.22,14.99,21.43,0.11,10.62,True,
2024-01-03T22:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,233,231,2,172.685,300.85,582.061,53.28,37.98,77.96,0.173,5.21,False,
2024-01-03T23:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,9658,9630,28,102.788,185.742,279.057,41.47,38.66,1.72,0.12,6.97,False,
2024-01-03T23:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,82,81,1,87.203,153.696,233.289,20.54,24.39,1.0,0.166,6.38,False,
2024-01-04T00:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,9243,9199,44,98.145,181.077,229.644,7.01,27.61,18.69,0.114,9.84,False,
2024-01-04T00:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,61,60,1,37.399,76.642,130.065,14.74,5.0,26.32,0.167,4.18,False,
2024-01-04T01:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,6634,6569,65,82.885,178.544,238.696,15.86,11.22,30.23,0.091,12.7,False,
2024-01-04T01:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,114,112,2,67.856,140.822,186.552,5.0,36.2,24.82,0.143,17.13,False,
2024-01-04T02:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,3780,3694,86,26.997,58.521,63.95,6.57,16.8,30.26,0.222,8.97,False,
2024-01-04T02:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,57,56,1,34.953,64.555,96.88,20.24,8.01,10.62,0.148,40.21,False,
2024-01-04T03:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,6884,6830,54,73.266,160.893,185.869,21.93,26.01,40.44,0.208,8.51,False,
2024-01-04T03:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,50,49,1,55.263,99.98,181.446,47.05,5.0,7.2,0.155,12.81,False,
2024-01-04T04:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,7129,7003,126,60.186,123.664,208.953,11.46,5.63,11.51,0.218,6.48,False,
2024-01-04T04:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,37,37,0,42.77,88.581,144.119,5.0,5.0,7.9,0.17,12.59,False,
2024-01-04T05:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,4086,4048,38,52.28,116.11,176.802,32.67,11.07,15.16,0.22,4.69,False,
2024-01-04T05:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,73,72,1,69.895,164.246,170.851,18.91,9.6,36.41,0.181,13.39,False,
2024-01-04T06:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,11706,11567,139,126.747,262.651,339.521,38.75,41.08,16.39,0.216,9.78,True,
2024-01-04T06:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,196,193,3,172.579,346.676,524.001,49.58,40.58,75.23,0.165,1.96,False,
2024-01-04T07:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,17043,16817,226,203.574,506.767,711.123,76.86,39.31,33.54,0.203,5.11,True,
2024-01-04T07:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,124,123,1,83.706,142.903,275.839,54.07,5.99,47.91,0.194,2.9,False,
2024-01-04T08:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,159,157,2,132.152,275.52,418.11,64.67,40.09,54.34,0.198,1.8,False,
2024-01-04T08:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,17323,17222,101,201.383,430.384,613.969,53.47,57.82,24.51,0.262,4.71,True,
2024-01-04T09:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,225,222,3,206.317,394.393,580.444,68.69,28.49,51.37,0.208,16.51,True,
2024-01-04T09:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,15173,14938,235,154.733,296.452,476.927,41.24,5.59,27.29,0.259,3.93,True,
2024-01-04T10:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,221,218,3,195.022,340.384,670.339,37.65,60.58,92.83,0.203,10.24,False,
2024-01-04T10:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,18244,18132,112,215.013,371.549,637.007,44.55,44.0,12.63,0.262,9.57,True,
2024-01-04T11:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,197,195,2,151.097,370.179,451.929,74.04,14.29,1.0,0.199,19.65,True,
2024-01-04T11:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,15523,15453,70,150.641,347.529,474.906,50.36,55.54,7.95,0.268,3.55,True,
2024-01-04T12:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,8730,8633,97,108.908,205.514,310.143,47.51,37.38,1.0,0.285,6.59,False,
2024-01-04T12:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,175,172,3,139.229,331.587,479.705,73.93,46.14,29.81,0.202,5.96,False,
2024-01-04T13:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,169,165,4,138.347,302.866,347.756,64.37,53.35,22.24,0.186,3.8,False,
2024-01-04T13:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,17854,17783,71,172.054,328.17,588.933,88.2,42.7,53.62,0.28,4.4,True,
2024-01-04T14:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,9124,9037,87,110.324,240.09,338.122,35.16,36.83,11.27,0.326,11.94,False,
2024-01-04T14:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,203,200,3,157.008,310.376,491.454,39.45,54.22,60.88,0.154,16.71,False,
2024-01-04T15:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,15968,15700,268,179.703,378.824,620.734,66.45,33.14,8.39,0.343,6.91,True,
2024-01-04T15:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,172,169,3,121.666,233.611,330.388,5.0,50.73,66.69,0.161,10.31,False,
2024-01-04T16:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,170,168,2,159.247,323.081,506.85,59.67,56.1,50.67,0.162,9.32,False,
2024-01-04T16:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,15200,15029,171,149.023,341.448,440.302,76.32,78.03,46.56,0.309,3.34,True,
2024-01-04T17:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,16803,16533,270,179.886,365.854,613.973,53.9,42.9,49.9,0.318,8.21,True,
2024-01-04T17:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,169,168,1,146.778,365.529,475.948,26.28,16.6,1.0,0.133,5.55,True,
2024-01-04T18:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,233,229,4,183.549,446.185,543.845,65.95,42.84,57.61,0.142,2.25,True,
2024-01-04T18:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,17898,17714,184,173.336,307.188,559.414,46.62,55.38,47.03,0.302,8.57,True,
2024-01-04T19:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,221,217,4,166.348,288.22,507.352,47.58,54.62,40.59,0.129,22.45,False,
2024-01-04T19:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,20631,20440,191,237.08,479.463,628.061,80.6,36.57,44.31,0.308,4.75,True,
2024-01-04T20:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,158,156,2,127.218,304.273,385.789,43.98,50.02,35.93,0.142,3.97,False,
2024-01-04T20:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,20432,20341,91,233.725,468.12,806.225,65.68,75.47,88.66,0.28,6.53,True,INC-cf59533a
2024-01-04T21:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,20771,20558,213,222.432,457.342,597.387,60.78,46.01,47.11,0.295,9.0,True,INC-cf59533a
2024-01-04T21:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,218,216,2,162.571,404.917,568.951,64.48,53.34,32.87,0.165,6.42,True,
2024-01-04T22:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,215,211,4,168.807,315.744,401.391,64.9,39.62,80.95,0.165,20.34,False,
2024-01-04T22:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,17099,16972,127,172.798,422.099,435.018,85.13,53.53,14.44,0.364,3.5,True,INC-cf59533a
2024-01-04T23:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,14347,14132,215,165.654,392.479,466.339,31.57,34.37,9.03,0.352,6.29,True,
2024-01-04T23:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,130,128,2,108.499,200.216,349.57,30.92,23.62,34.88,0.141,3.5,False,
2024-01-05T00:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,1706,1676,30,10.0,17.927,21.365,7.4,13.76,13.47,0.325,4.84,False,
2024-01-05T00:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,60,59,1,47.31,111.685,153.102,26.6,5.0,38.57,0.116,5.02,False,
2024-01-05T01:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,45,45,0,41.042,75.489,130.535,8.64,7.66,29.13,0.121,5.59,False,
2024-01-05T01:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,3438,3392,46,53.116,114.014,145.225,14.01,5.0,7.0,0.339,9.04,False,
2024-01-05T02:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,8368,8268,100,76.23,138.56,208.612,24.41,21.93,10.78,0.334,8.5,False,
2024-01-05T02:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,47,47,0,20.766,47.167,57.865,22.26,29.57,1.0,0.101,2.3,False,
2024-01-05T03:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,2386,2380,6,42.724,85.447,133.298,5.0,14.61,2.35,0.355,6.75,False,
2024-01-05T03:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,73,72,1,60.377,127.026,155.531,16.61,5.0,1.0,0.138,3.78,False,
2024-01-05T04:00:00,energy_forecasting,prod,energy_forecasting_model,5,7f1f63c1-8fd3-480f-a593-c9f010f18514,2182,2126,56,18.537,39.73,50.99,5.0,5.0,1.0,0.353,13.56,False,
2024-01-05T04:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,13,13,0,10.0,11.0,12.0,8.18,10.34,33.56,0.123,4.81,False,
2024-01-05T05:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,77,75,2,49.018,112.93,145.841,5.0,25.98,1.0,0.104,29.87,False,
2024-01-05T06:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,98,97,1,65.378,147.739,194.131,42.14,25.22,21.9,0.074,5.14,False,
2024-01-05T07:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,170,168,2,128.099,269.763,317.942,43.09,28.72,22.33,0.07,10.33,False,
2024-01-05T08:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,219,215,4,161.96,300.207,461.314,27.85,81.44,78.12,0.107,5.06,False,
2024-01-05T09:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,244,242,2,208.332,483.976,514.688,99.0,77.83,51.49,0.332,17.34,True,
2024-01-05T10:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,144,141,3,125.554,290.927,309.669,49.3,5.0,25.58,0.342,4.3,False,
2024-01-05T11:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,226,223,3,168.969,306.779,497.335,53.82,45.09,61.67,0.37,8.93,False,
2024-01-05T12:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,178,175,3,138.703,247.518,376.888,29.78,18.59,62.12,0.402,4.8,False,
2024-01-05T13:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,183,180,3,162.845,290.664,486.985,37.87,53.44,50.2,0.396,12.85,False,
2024-01-05T14:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,150,147,3,124.619,308.914,327.071,42.16,12.5,20.42,0.369,4.21,False,
2024-01-05T15:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,170,167,3,149.943,322.569,483.524,53.1,29.53,23.15,0.377,13.54,False,
2024-01-05T16:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,130,127,3,113.557,257.975,395.126,31.7,8.69,32.06,0.391,13.54,False,
2024-01-05T17:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,152,149,3,126.73,301.258,423.994,33.73,11.83,25.17,0.412,5.7,False,
2024-01-05T18:00:00,energy_forecasting,dev,energy_forecasting_model,13,d569f6f8-ea6f-420b-9bfd-65e04139617a,239,233,6,197.007,482.618,483.618,52.94,40.72,40.88,0.411,8.14,True,
