incident_id,project,environment,detected_at,resolved_at,detection_method,severity,root_cause_category,primary_symptom,sla_breached,impact_duration_minutes,impacted_requests,deployment_id,rollback_performed,retrain_triggered
INC-ec8e2914,fraud_detection,dev,2024-01-07T20:00:00,2024-01-07T22:56:00,dashboard,SEV3,infra_outage,latency_spike,True,176,4,b3e1e93a-d123-4125-96e5-25a857103484,False,True
INC-cefcbeef,energy_forecasting,dev,2024-01-07T19:00:00,2024-01-07T23:21:00,alerting,SEV3,external_dependency,latency_spike,True,261,9,d569f6f8-ea6f-420b-9bfd-65e04139617a,True,False
INC-9f529dce,fraud_detection,dev,2024-01-07T22:00:00,2024-01-07T23:18:00,dashboard,SEV2,infra_outage,latency_spike,True,78,5,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-0e5b4ac9,fraud_detection,dev,2024-01-08T06:00:00,2024-01-08T10:43:00,alerting,SEV2,model_bug,error_spike,True,283,71,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-750dba4f,fraud_detection,dev,2024-01-08T11:00:00,2024-01-08T15:14:00,dashboard,SEV1,infra_outage,latency_spike,True,254,13,b3e1e93a-d123-4125-96e5-25a857103484,True,True
INC-30c00732,fraud_detection,dev,2024-01-08T13:00:00,2024-01-08T14:04:00,user_report,SEV3,external_dependency,latency_spike,True,64,7,151c1b4f-2108-4667-982d-5da1832c36d6,False,True
INC-21a4d1d8,fraud_detection,dev,2024-01-08T15:00:00,2024-01-08T16:23:00,alerting,SEV2,external_dependency,latency_spike,True,83,4,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-b1e8d57d,energy_forecasting,dev,2024-01-08T17:00:00,2024-01-08T20:16:00,alerting,SEV2,external_dependency,latency_spike,True,196,11,d569f6f8-ea6f-420b-9bfd-65e04139617a,False,False
INC-2f5477ac,fraud_detection,dev,2024-01-08T18:00:00,2024-01-08T23:48:00,alerting,SEV3,infra_outage,latency_spike,True,348,75,151c1b4f-2108-4667-982d-5da1832c36d6,False,False
INC-5e4d19f9,energy_forecasting,dev,2024-01-08T21:00:00,2024-01-09T01:40:00,alerting,SEV2,external_dependency,latency_spike,True,280,11,d569f6f8-ea6f-420b-9bfd-65e04139617a,False,True
INC-f4b31262,fraud_detection,dev,2024-01-09T06:00:00,2024-01-09T07:54:00,alerting,SEV2,infra_outage,latency_spike,True,114,11,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-27c12142,fraud_detection,dev,2024-01-09T08:00:00,2024-01-09T12:03:00,dashboard,SEV2,infra_outage,latency_spike,True,243,46,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-b4f2e7c5,energy_forecasting,dev,2024-01-09T07:00:00,2024-01-09T13:24:00,alerting,SEV3,external_dependency,latency_spike,True,384,25,d569f6f8-ea6f-420b-9bfd-65e04139617a,False,False
INC-8e502310,fraud_detection,dev,2024-01-09T12:00:00,2024-01-09T13:18:00,user_report,SEV3,external_dependency,latency_spike,True,78,13,f0318c69-d2ff-4bba-a6a6-104f210d5209,True,False
INC-5ab1fe35,fraud_detection,dev,2024-01-09T14:00:00,2024-01-09T15:55:00,alerting,SEV2,infra_outage,latency_spike,True,115,1,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,False
INC-a0ebec20,fraud_detection,dev,2024-01-09T15:00:00,2024-01-09T18:01:00,alerting,SEV1,infra_outage,latency_spike,True,181,5,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,True
INC-8e638f3e,fraud_detection,dev,2024-01-09T16:00:00,2024-01-09T17:58:00,user_report,SEV2,infra_outage,latency_spike,True,118,4,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,True
INC-7320caa5,fraud_detection,dev,2024-01-09T18:00:00,2024-01-10T01:01:00,alerting,SEV2,infra_outage,latency_spike,True,421,92,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-81375b0a,fraud_detection,dev,2024-01-09T23:00:00,2024-01-10T02:15:00,dashboard,SEV2,infra_outage,latency_spike,True,195,4,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-a978e1e5,fraud_detection,dev,2024-01-10T05:00:00,2024-01-10T05:48:00,dashboard,SEV2,external_dependency,latency_spike,True,48,2,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-9609516f,fraud_detection,dev,2024-01-10T06:00:00,2024-01-10T09:23:00,user_report,SEV1,external_dependency,latency_spike,True,203,4,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,True
INC-10d468f8,fraud_detection,dev,2024-01-10T08:00:00,2024-01-10T14:20:00,user_report,SEV2,infra_outage,latency_spike,True,380,62,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-db3e9438,fraud_detection,dev,2024-01-10T12:00:00,2024-01-10T12:19:00,dashboard,SEV3,external_dependency,latency_spike,True,19,13,151c1b4f-2108-4667-982d-5da1832c36d6,True,True
INC-bc83a05f,fraud_detection,dev,2024-01-10T13:00:00,2024-01-10T13:37:00,alerting,SEV2,infra_outage,latency_spike,True,37,4,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-646ce898,fraud_detection,dev,2024-01-10T14:00:00,2024-01-10T15:35:00,alerting,SEV2,external_dependency,latency_spike,True,95,8,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,False
INC-8dc54762,fraud_detection,dev,2024-01-10T16:00:00,2024-01-10T20:26:00,user_report,SEV2,external_dependency,latency_spike,True,266,16,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-0e7b0597,fraud_detection,dev,2024-01-10T19:00:00,2024-01-11T01:00:00,alerting,SEV2,external_dependency,latency_spike,True,360,36,f0318c69-d2ff-4bba-a6a6-104f210d5209,True,False
INC-0050c0d3,fraud_detection,dev,2024-01-11T06:00:00,2024-01-11T15:11:00,dashboard,SEV3,external_dependency,latency_spike,True,551,50,b3e1e93a-d123-4125-96e5-25a857103484,False,True
INC-37272bd4,fraud_detection,dev,2024-01-11T13:00:00,2024-01-11T14:58:00,dashboard,SEV3,infra_outage,latency_spike,True,118,5,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-d97104b4,fraud_detection,dev,2024-01-11T15:00:00,2024-01-11T19:35:00,user_report,SEV1,external_dependency,latency_spike,True,275,7,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-d2f24c35,fraud_detection,dev,2024-01-11T17:00:00,2024-01-11T18:02:00,user_report,SEV1,external_dependency,latency_spike,True,62,3,b3e1e93a-d123-4125-96e5-25a857103484,True,True
INC-ce71725a,fraud_detection,dev,2024-01-11T18:00:00,2024-01-12T01:10:00,dashboard,SEV3,external_dependency,latency_spike,True,430,54,f0318c69-d2ff-4bba-a6a6-104f210d5209,True,True
INC-64385be3,fraud_detection,dev,2024-01-12T06:00:00,2024-01-12T06:51:00,user_report,SEV1,external_dependency,latency_spike,True,51,7,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-ebc64351,fraud_detection,dev,2024-01-12T07:00:00,2024-01-12T15:27:00,alerting,SEV3,infra_outage,latency_spike,True,507,47,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-5c1afc90,fraud_detection,dev,2024-01-12T15:00:00,2024-01-12T17:16:00,alerting,SEV2,infra_outage,latency_spike,True,136,20,b3e1e93a-d123-4125-96e5-25a857103484,False,True
INC-ed185ecd,fraud_detection,dev,2024-01-12T17:00:00,2024-01-12T22:28:00,alerting,SEV2,infra_outage,latency_spike,True,328,54,b3e1e93a-d123-4125-96e5-25a857103484,True,True
INC-3e0a1229,fraud_detection,dev,2024-01-13T07:00:00,2024-01-13T12:40:00,dashboard,SEV2,infra_outage,latency_spike,True,340,47,b3e1e93a-d123-4125-96e5-25a857103484,True,True
INC-96940442,recsys_clickthrough,dev,2024-01-13T07:00:00,2024-01-13T14:23:00,user_report,SEV3,infra_outage,latency_spike,True,443,53,42235c0c-9002-4786-b012-1278a2a51de6,True,False
INC-c896df1a,recsys_clickthrough,dev,2024-01-13T15:00:00,2024-01-13T16:41:00,alerting,SEV2,infra_outage,latency_spike,True,101,16,42235c0c-9002-4786-b012-1278a2a51de6,False,False
INC-cfe14cbb,recsys_clickthrough,dev,2024-01-13T17:00:00,2024-01-13T19:06:00,user_report,SEV2,infra_outage,latency_spike,True,126,6,42235c0c-9002-4786-b012-1278a2a51de6,False,True
INC-e0e89692,fraud_detection,dev,2024-01-13T16:00:00,2024-01-13T19:01:00,dashboard,SEV1,external_dependency,latency_spike,True,181,7,f0318c69-d2ff-4bba-a6a6-104f210d5209,True,False
INC-ddeba42b,recsys_clickthrough,dev,2024-01-13T20:00:00,2024-01-14T02:54:00,dashboard,SEV1,infra_outage,latency_spike,True,414,62,42235c0c-9002-4786-b012-1278a2a51de6,False,False
INC-d08d222c,fraud_detection,dev,2024-01-13T18:00:00,2024-01-14T01:29:00,user_report,SEV2,infra_outage,latency_spike,True,449,51,f0318c69-d2ff-4bba-a6a6-104f210d5209,True,True
INC-349bdfd6,fraud_detection,dev,2024-01-14T02:00:00,2024-01-14T03:27:00,user_report,SEV1,external_dependency,latency_spike,True,87,2,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,False
INC-08df8190,fraud_detection,dev,2024-01-14T06:00:00,2024-01-14T08:37:00,dashboard,SEV3,external_dependency,latency_spike,True,157,6,f0318c69-d2ff-4bba-a6a6-104f210d5209,True,True
INC-9dd302c8,recsys_clickthrough,dev,2024-01-14T06:00:00,2024-01-14T12:20:00,alerting,SEV2,infra_outage,latency_spike,True,380,77,6a36acaf-bbca-4730-9a2d-caf83b1f4aca,False,True
INC-08e7a875,fraud_detection,dev,2024-01-14T09:00:00,2024-01-14T11:43:00,user_report,SEV2,external_dependency,latency_spike,True,163,14,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,False
INC-e18cffa7,recsys_clickthrough,dev,2024-01-14T10:00:00,2024-01-14T14:00:00,user_report,SEV1,external_dependency,latency_spike,True,240,73,6a36acaf-bbca-4730-9a2d-caf83b1f4aca,False,False
INC-bb4caf2b,fraud_detection,dev,2024-01-14T11:00:00,2024-01-14T15:14:00,dashboard,SEV1,external_dependency,latency_spike,True,254,28,f0318c69-d2ff-4bba-a6a6-104f210d5209,True,True
INC-f1070e7d,recsys_clickthrough,dev,2024-01-14T15:00:00,2024-01-14T15:33:00,user_report,SEV2,infra_outage,latency_spike,True,33,14,6a36acaf-bbca-4730-9a2d-caf83b1f4aca,False,False
INC-c796f8e1,recsys_clickthrough,dev,2024-01-14T16:00:00,2024-01-15T01:22:00,user_report,SEV2,external_dependency,latency_spike,True,562,139,42235c0c-9002-4786-b012-1278a2a51de6,True,True
INC-34b7ee8c,fraud_detection,dev,2024-01-14T15:00:00,2024-01-15T03:00:00,alerting,SEV3,infra_outage,latency_spike,True,720,77,f0318c69-d2ff-4bba-a6a6-104f210d5209,True,False
INC-a8b4ca45,fraud_detection,dev,2024-01-15T01:00:00,2024-01-15T01:28:00,alerting,SEV2,infra_outage,latency_spike,True,28,3,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-2bdfa44b,recsys_clickthrough,dev,2024-01-15T04:00:00,2024-01-15T05:41:00,alerting,SEV3,config_error,error_spike,True,101,1,42235c0c-9002-4786-b012-1278a2a51de6,False,True
INC-384f5ab1,recsys_clickthrough,dev,2024-01-15T06:00:00,2024-01-15T06:29:00,dashboard,SEV1,infra_outage,latency_spike,True,29,8,42235c0c-9002-4786-b012-1278a2a51de6,False,False
INC-e7762271,fraud_detection,dev,2024-01-15T06:00:00,2024-01-15T06:21:00,dashboard,SEV2,external_dependency,latency_spike,True,21,7,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-310248b6,recsys_clickthrough,dev,2024-01-15T07:00:00,2024-01-15T09:27:00,dashboard,SEV3,external_dependency,latency_spike,True,147,23,6a36acaf-bbca-4730-9a2d-caf83b1f4aca,False,False
INC-bea33867,recsys_clickthrough,dev,2024-01-15T09:00:00,2024-01-15T13:20:00,dashboard,SEV1,infra_outage,latency_spike,True,260,108,6a36acaf-bbca-4730-9a2d-caf83b1f4aca,True,False
INC-b6c3821a,fraud_detection,dev,2024-01-15T08:00:00,2024-01-15T17:17:00,dashboard,SEV2,infra_outage,latency_spike,True,557,66,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-405eacb3,fraud_detection,dev,2024-01-15T18:00:00,2024-01-16T00:47:00,user_report,SEV3,external_dependency,latency_spike,True,407,57,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,False
INC-066faf9e,recsys_clickthrough,dev,2024-01-15T15:00:00,2024-01-16T03:59:00,alerting,SEV1,infra_outage,latency_spike,True,779,197,42235c0c-9002-4786-b012-1278a2a51de6,True,False
INC-ab447f0b,recsys_clickthrough,dev,2024-01-16T01:00:00,2024-01-16T04:35:00,user_report,SEV3,infra_outage,latency_spike,True,215,17,6a36acaf-bbca-4730-9a2d-caf83b1f4aca,True,False
INC-6aa2f847,recsys_clickthrough,dev,2024-01-16T04:00:00,2024-01-16T07:28:00,user_report,SEV3,external_dependency,latency_spike,True,208,15,42235c0c-9002-4786-b012-1278a2a51de6,False,False
INC-5b0454e5,fraud_detection,dev,2024-01-16T07:00:00,2024-01-16T14:15:00,dashboard,SEV3,external_dependency,latency_spike,True,435,36,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-46cd0152,fraud_detection,dev,2024-01-16T12:00:00,2024-01-16T14:09:00,dashboard,SEV2,external_dependency,latency_spike,True,129,15,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-261afba7,fraud_detection,dev,2024-01-16T14:00:00,2024-01-16T19:55:00,alerting,SEV3,infra_outage,latency_spike,True,355,18,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-82ac3b85,fraud_detection,dev,2024-01-16T18:00:00,2024-01-16T22:32:00,dashboard,SEV2,infra_outage,latency_spike,True,272,60,b3e1e93a-d123-4125-96e5-25a857103484,False,True
INC-10e9dd5f,fraud_detection,dev,2024-01-17T00:00:00,2024-01-17T00:19:00,user_report,SEV2,data_drift,metric_degradation,True,19,3,b3e1e93a-d123-4125-96e5-25a857103484,False,True
INC-b5325b5b,fraud_detection,dev,2024-01-17T01:00:00,2024-01-17T02:03:00,user_report,SEV1,data_drift,metric_degradation,True,63,2,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-2dcb68c0,fraud_detection,dev,2024-01-17T03:00:00,2024-01-17T06:49:00,alerting,SEV3,data_pipeline_failure,metric_degradation,True,229,3,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-c4640270,fraud_detection,dev,2024-01-17T05:00:00,2024-01-17T14:25:00,user_report,SEV2,data_pipeline_failure,metric_degradation,True,565,104,b3e1e93a-d123-4125-96e5-25a857103484,True,False
INC-2036b57f,fraud_detection,dev,2024-01-17T15:00:00,2024-01-17T23:02:00,dashboard,SEV1,infra_outage,latency_spike,True,482,109,f0318c69-d2ff-4bba-a6a6-104f210d5209,False,False
INC-212d538c,fraud_detection,dev,2024-01-17T23:00:00,2024-01-18T01:42:00,dashboard,SEV3,infra_outage,latency_spike,True,162,4,b3e1e93a-d123-4125-96e5-25a857103484,True,True
INC-106b40a1,fraud_detection,dev,2024-01-18T06:00:00,2024-01-18T17:03:00,alerting,SEV3,infra_outage,latency_spike,True,663,92,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-f2c25910,fraud_detection,dev,2024-01-18T15:00:00,2024-01-19T03:22:00,dashboard,SEV1,infra_outage,latency_spike,True,742,191,b3e1e93a-d123-4125-96e5-25a857103484,False,True
INC-547872b8,fraud_detection,dev,2024-01-19T02:00:00,2024-01-19T06:15:00,dashboard,SEV2,external_dependency,latency_spike,True,255,12,b3e1e93a-d123-4125-96e5-25a857103484,False,False
INC-6053d200,rag_qa_service,staging,2024-01-23T11:00:00,2024-01-23T14:35:00,user_report,SEV2,infra_outage,latency_spike,True,215,0,62f78b5a-8b3f-4bd6-968f-52ef7c5f2379,False,False
INC-42d5b03d,fraud_detection,staging,2024-01-28T02:00:00,2024-01-28T07:14:00,dashboard,SEV3,data_pipeline_failure,metric_degradation,True,314,39,43f37ef1-aaae-4ec5-b621-f4707e6dd0ca,True,False
INC-90847867,rag_qa_service,dev,2024-01-28T10:00:00,2024-01-28T15:25:00,alerting,SEV3,external_dependency,latency_spike,True,325,14,1c64b28a-be7b-4e15-a159-788a2065ca3f,False,False
INC-91bdc0e4,rag_qa_service,dev,2024-01-28T17:00:00,2024-01-29T00:56:00,dashboard,SEV2,external_dependency,latency_spike,True,476,18,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,True
INC-ce715720,rag_qa_service,dev,2024-01-29T08:00:00,2024-01-29T12:08:00,user_report,SEV2,infra_outage,latency_spike,True,248,8,1c64b28a-be7b-4e15-a159-788a2065ca3f,False,False
INC-6ed5e187,rag_qa_service,dev,2024-01-29T14:00:00,2024-01-29T18:06:00,dashboard,SEV2,infra_outage,latency_spike,True,246,3,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,False
INC-b46bce48,rag_qa_service,dev,2024-01-29T18:00:00,2024-01-30T01:43:00,alerting,SEV2,external_dependency,latency_spike,True,463,20,1c64b28a-be7b-4e15-a159-788a2065ca3f,False,False
INC-adcc8161,rag_qa_service,dev,2024-01-30T10:00:00,2024-01-30T14:24:00,user_report,SEV3,external_dependency,latency_spike,True,264,13,1c64b28a-be7b-4e15-a159-788a2065ca3f,False,True
INC-ab61512d,rag_qa_service,dev,2024-01-30T18:00:00,2024-01-30T22:23:00,dashboard,SEV3,infra_outage,latency_spike,True,263,9,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,False
INC-68c23f03,rag_qa_service,dev,2024-01-31T07:00:00,2024-01-31T14:31:00,user_report,SEV3,infra_outage,latency_spike,True,451,14,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,False
INC-f69ffb66,rag_qa_service,dev,2024-01-31T15:00:00,2024-02-01T02:16:00,alerting,SEV1,infra_outage,latency_spike,True,676,25,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,False
INC-a158778e,rag_qa_service,dev,2024-02-01T06:00:00,2024-02-01T17:54:00,dashboard,SEV2,external_dependency,latency_spike,True,714,22,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,False
INC-0035611f,rag_qa_service,dev,2024-02-01T19:00:00,2024-02-01T22:43:00,alerting,SEV2,external_dependency,latency_spike,True,223,14,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,False
INC-ab3a8396,rag_qa_service,staging,2024-01-25T18:00:00,2024-01-27T04:33:00,user_report,SEV1,data_drift,metric_degradation,True,2073,1626,62f78b5a-8b3f-4bd6-968f-52ef7c5f2379,True,False
INC-e73c4f3c,rag_qa_service,staging,2024-02-02T19:00:00,2024-02-02T23:31:00,user_report,SEV3,external_dependency,latency_spike,True,271,110,762ded9a-f6f2-4ed5-8b91-d142b16807a8,False,False
INC-b275dcf9,rag_qa_service,dev,2024-02-02T10:00:00,2024-02-03T02:32:00,dashboard,SEV3,infra_outage,latency_spike,True,992,35,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,True
INC-a1359bdb,rag_qa_service,staging,2024-02-03T10:00:00,2024-02-03T12:20:00,alerting,SEV2,infra_outage,latency_spike,True,140,33,762ded9a-f6f2-4ed5-8b91-d142b16807a8,True,False
INC-5b355873,rag_qa_service,dev,2024-02-03T06:00:00,2024-02-03T17:06:00,alerting,SEV2,infra_outage,latency_spike,True,666,29,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,True
INC-7615008b,rag_qa_service,staging,2024-02-03T18:00:00,2024-02-03T20:08:00,user_report,SEV3,infra_outage,latency_spike,True,128,31,22227703-a247-49dc-99a0-91242039e9a8,True,False
INC-fe3434d4,rag_qa_service,staging,2024-02-03T19:00:00,2024-02-03T21:04:00,dashboard,SEV3,external_dependency,latency_spike,True,124,112,22227703-a247-49dc-99a0-91242039e9a8,True,False
INC-fbfbb1cb,rag_qa_service,staging,2024-02-03T21:00:00,2024-02-04T02:43:00,alerting,SEV2,infra_outage,latency_spike,True,343,79,762ded9a-f6f2-4ed5-8b91-d142b16807a8,True,True
INC-23140d61,rag_qa_service,dev,2024-02-03T16:00:00,2024-02-04T02:20:00,alerting,SEV1,infra_outage,latency_spike,True,620,20,1c64b28a-be7b-4e15-a159-788a2065ca3f,False,False
INC-dc822bcb,rag_qa_service,staging,2024-02-04T06:00:00,2024-02-04T07:17:00,alerting,SEV3,infra_outage,latency_spike,True,77,35,762ded9a-f6f2-4ed5-8b91-d142b16807a8,True,False
INC-f28c1804,rag_qa_service,staging,2024-02-04T07:00:00,2024-02-04T10:50:00,user_report,SEV3,external_dependency,latency_spike,True,230,40,22227703-a247-49dc-99a0-91242039e9a8,False,False
INC-dacd60ad,rag_qa_service,staging,2024-02-04T09:00:00,2024-02-04T11:13:00,user_report,SEV2,external_dependency,latency_spike,True,133,95,22227703-a247-49dc-99a0-91242039e9a8,False,False
INC-e4d3575d,rag_qa_service,dev,2024-02-04T06:00:00,2024-02-04T12:28:00,user_report,SEV3,external_dependency,latency_spike,True,388,18,1c64b28a-be7b-4e15-a159-788a2065ca3f,True,False
INC-85ac7bfb,rag_qa_service,staging,2024-02-04T18:00:00,2024-02-04T19:48:00,user_report,SEV1,infra_outage,latency_spike,True,108,76,22227703-a247-49dc-99a0-91242039e9a8,True,True
INC-9c333f58,rag_qa_service,staging,2024-02-04T19:00:00,2024-02-04T20:42:00,alerting,SEV2,infra_outage,latency_spike,True,102,72,22227703-a247-49dc-99a0-91242039e9a8,True,False
INC-ea06bc73,rag_qa_service,staging,2024-02-04T20:00:00,2024-02-04T21:48:00,user_report,SEV2,infra_outage,latency_spike,True,108,67,762ded9a-f6f2-4ed5-8b91-d142b16807a8,False,True
INC-9395f44c,rag_qa_service,staging,2024-02-05T07:00:00,2024-02-05T09:08:00,user_report,SEV1,external_dependency,latency_spike,True,128,39,22227703-a247-49dc-99a0-91242039e9a8,False,True
INC-5eb64fc4,rag_qa_service,staging,2024-02-05T08:00:00,2024-02-05T10:07:00,alerting,SEV2,infra_outage,latency_spike,True,127,37,762ded9a-f6f2-4ed5-8b91-d142b16807a8,True,False
INC-54ecc242,rag_qa_service,staging,2024-02-05T09:00:00,2024-02-05T12:40:00,alerting,SEV3,infra_outage,latency_spike,True,220,74,762ded9a-f6f2-4ed5-8b91-d142b16807a8,True,False
INC-e9392720,rag_qa_service,staging,2024-02-05T11:00:00,2024-02-05T12:53:00,alerting,SEV3,infra_outage,latency_spike,True,113,51,22227703-a247-49dc-99a0-91242039e9a8,False,True
INC-106ff624,rag_qa_service,staging,2024-02-05T13:00:00,2024-02-05T13:46:00,alerting,SEV2,infra_outage,latency_spike,True,46,61,762ded9a-f6f2-4ed5-8b91-d142b16807a8,True,False
INC-6945196f,rag_qa_service,staging,2024-02-05T19:00:00,2024-02-05T22:25:00,dashboard,SEV2,infra_outage,latency_spike,True,205,28,762ded9a-f6f2-4ed5-8b91-d142b16807a8,True,True
INC-a7fab8f8,rag_qa_service,staging,2024-02-05T19:00:00,2024-02-05T19:31:00,user_report,SEV2,external_dependency,latency_spike,True,31,36,22227703-a247-49dc-99a0-91242039e9a8,False,False
INC-81b03435,rag_qa_service,staging,2024-02-05T22:00:00,2024-02-06T00:51:00,alerting,SEV2,external_dependency,latency_spike,True,171,47,762ded9a-f6f2-4ed5-8b91-d142b16807a8,False,False
INC-3dcdf0cd,rag_qa_service,prod,2024-02-05T21:00:00,2024-02-06T01:18:00,user_report,SEV1,infra_outage,latency_spike,True,258,181,771144da-7dba-4145-b328-50c4c1f7b199,False,False
INC-95ac0135,rag_qa_service,staging,2024-02-06T09:00:00,2024-02-06T12:40:00,alerting,SEV2,external_dependency,latency_spike,True,220,14,22227703-a247-49dc-99a0-91242039e9a8,False,False
INC-03770c5f,rag_qa_service,staging,2024-02-06T10:00:00,2024-02-06T12:42:00,alerting,SEV1,infra_outage,latency_spike,True,162,70,762ded9a-f6f2-4ed5-8b91-d142b16807a8,True,False
