deploy_id,project,environment,deployed_at,rolled_back_at,run_id,registry_model_name,registry_version,ci_pipeline_id,strategy,traffic_shift_percent,status,failure_stage,failure_reason,initiated_by,kubernetes_namespace,image_tag
b3e1e93a-d123-4125-96e5-25a857103484,fraud_detection,dev,2024-01-06T22:46:38.707758,,9f199e16-b1f1-4e7c-ad66-8408e23c44d5,fraud_detection_model,10,ci-551a056,rolling,100,success,,,auto_retrain,ml-dev,fraud-detection-service:10.8.12
c3004ba6-2365-4add-b6ea-82c78b23f44f,recsys_clickthrough,staging,2024-11-07T21:20:38.300407,,32b3061e-57b2-4837-b2ef-91abf6bfccd2,recsys_clickthrough_model,6,ci-6149a62,shadow,75,success,,,security_patch,ml-staging,recsys-clickthrough-service:6.5.19
89554482-7a58-4a41-b42e-62495d3d715b,energy_forecasting,dev,2024-11-08T03:31:44.761656,,9d376f1e-ae27-4dfb-aae9-ab855913abff,energy_forecasting_model,12,ci-d62596e,rolling,100,success,,,auto_retrain,ml-dev,energy-forecasting-service:12.4.6
39e7f8ee-57e2-478c-82b5-ef22eebcbbc6,fraud_detection,staging,2024-06-18T08:38:19.967172,,0d839167-ecbf-4f5e-88e8-431c94d7db81,fraud_detection_model,18,ci-e4395b6,rolling,100,success,,,auto_retrain,ml-staging,fraud-detection-service:18.5.6
f57afc53-bd96-4cb8-b68d-506263ff8864,recsys_clickthrough,dev,2024-09-03T22:30:37.050253,,29d5b817-51b4-4c6b-96cb-486779e7b713,recsys_clickthrough_model,5,ci-d02c73a,rolling,100,success,,,user,ml-dev,recsys-clickthrough-service:5.2.11
f6019715-6fb5-4714-ba1a-3ffb88d7e1ae,recsys_clickthrough,prod,2024-09-04T09:10:00.064492,,b22995f2-3443-49c9-bcf6-96e18bd42df7,recsys_clickthrough_model,20,ci-d2b4843,rolling,100,success,,,user,ml-prod,recsys-clickthrough-service:20.6.12
d569f6f8-ea6f-420b-9bfd-65e04139617a,energy_forecasting,dev,2024-01-03T18:12:01.252297,,f5040a45-0c9e-41e0-8d2e-e3c1c9e1a941,energy_forecasting_model,13,ci-86f07fb,rolling,100,success,,,auto_retrain,ml-dev,energy-forecasting-service:13.4.9
50fbce13-dcb6-4dfe-87c3-3fbafd4bd8f2,recsys_clickthrough,prod,2024-05-24T07:26:50.573197,,3cf91072-034e-4386-88e3-4ed2c2369844,recsys_clickthrough_model,14,ci-a3755f1,rolling,100,success,,,auto_retrain,ml-prod,recsys-clickthrough-service:14.0.19
a2977468-bef5-4a58-b028-aa30879310f3,energy_forecasting,staging,2024-11-26T20:54:04.614935,,25bdeb39-e932-4899-8aa2-a7e336e17de7,energy_forecasting_model,13,ci-fbaa805,rolling,100,success,,,auto_retrain,ml-staging,energy-forecasting-service:13.3.8
d8ea992d-4721-41f3-8b14-78f97d45dfef,fraud_detection,staging,2024-03-01T23:30:21.556274,,6ca436d6-a6cd-48b4-811d-e1f5b6eed3a0,fraud_detection_model,2,ci-3f3780c,rolling,100,success,,,security_patch,ml-staging,fraud-detection-service:2.5.4
ddb861a4-f3cb-41f0-938d-a6051ecea6d7,fraud_detection,staging,2024-08-29T06:29:15.333977,,52fe58eb-70c4-4e2d-a908-114bb6efdbd1,fraud_detection_model,18,ci-f87c471,rolling,100,success,,,security_patch,ml-staging,fraud-detection-service:18.8.16
383f486c-05da-4e03-adb0-0b6bb722350d,rag_qa_service,dev,2024-05-25T00:52:37.644840,,f8c409fe-cfee-4248-ab1a-064e817fe0de,rag_qa_service_model,8,ci-d8986b0,rolling,100,success,,,user,ml-dev,rag-qa-service-service:8.0.16
5998fe72-2716-4e2a-a5df-15554cf185ec,rag_qa_service,prod,2024-03-29T21:44:20.502181,,4e02c049-f1ee-4864-88b0-7cc49a4e1456,rag_qa_service_model,2,ci-f2e4d58,canary,100,failed,post_deploy_checks,timeout,security_patch,ml-prod,rag-qa-service-service:2.5.5
e056c4e2-337f-4569-b557-9da8a1450bba,recsys_clickthrough,prod,2024-03-13T23:12:53.040759,,aa3929b1-d3e6-4ddb-84d4-fcd55fc3e869,recsys_clickthrough_model,4,ci-d818054,canary,10,success,,,security_patch,ml-prod,recsys-clickthrough-service:4.4.12
3578329e-668f-4808-a332-f34668141589,rag_qa_service,staging,2024-08-23T15:58:35.858199,,b5334b56-367f-40ac-a9ec-f05a2028093f,rag_qa_service_model,13,ci-446e1b1,rolling,100,success,,,user,ml-staging,rag-qa-service-service:13.2.5
35d16162-26bd-4927-aaff-2b6b4d0749aa,energy_forecasting,dev,2024-07-10T19:46:15.061012,,35a5e517-03ca-4528-b68f-0095b487580f,energy_forecasting_model,11,ci-55cbbba,rolling,100,failed,test,infra_error,security_patch,ml-dev,energy-forecasting-service:11.0.1
3d26deb5-2735-44e4-8d28-6fcbf2d4e925,fraud_detection,prod,2024-10-14T11:19:56.838521,,33144575-eb68-49e8-b052-3ac9665cbcf6,fraud_detection_model,11,ci-35d6b61,rolling,100,success,,,user,ml-prod,fraud-detection-service:11.8.10
481bc661-7a6a-4429-9f9d-1672ba3dea74,energy_forecasting,dev,2024-02-27T22:27:00.450028,,077593a7-a6ca-4577-9e58-40c417cc72b2,energy_forecasting_model,4,ci-d381e02,rolling,100,success,,,auto_retrain,ml-dev,energy-forecasting-service:4.5.14
041a2ca6-d3d3-49ad-adbf-fcbace8940ec,rag_qa_service,dev,2024-10-04T00:49:19.668006,,3ea8e4fc-c73f-43f0-a1a3-2e559d785154,rag_qa_service_model,18,ci-149936c,rolling,100,failed,build,config_error,auto_retrain,ml-dev,rag-qa-service-service:18.0.11
ddae8a34-d4c8-45bf-b937-9a268e6fb7c3,energy_forecasting,dev,2024-05-08T12:57:29.793183,,ae25db4c-9512-490f-94a6-35822f6cb158,energy_forecasting_model,12,ci-d9816a1,rolling,100,success,,,user,ml-dev,energy-forecasting-service:12.8.0
22227703-a247-49dc-99a0-91242039e9a8,rag_qa_service,staging,2024-02-03T17:37:22.324746,,cbdbec5e-e0d1-4ae8-8311-042667ef7ec6,rag_qa_service_model,6,ci-cfdefdf,blue_green,100,success,,,user,ml-staging,rag-qa-service-service:6.7.3
37906737-c8a0-4b67-82c9-431a24f27b82,recsys_clickthrough,staging,2024-12-19T04:18:09.351900,,b44e3dfe-e8d4-42bb-b582-6963155e07ca,recsys_clickthrough_model,17,ci-39229fc,rolling,100,failed,test,healthcheck_fail,auto_retrain,ml-staging,recsys-clickthrough-service:17.0.1
defd5ae8-f1d2-41e1-8b97-5b79ffd77466,energy_forecasting,prod,2024-07-28T17:29:50.710031,,b616f75d-6844-4c9b-b5c6-3bd2faa46cf7,energy_forecasting_model,15,ci-e7586b4,rolling,100,success,,,user,ml-prod,energy-forecasting-service:15.6.12
15700417-941a-4ee7-898c-becaf28757f8,recsys_clickthrough,dev,2024-11-14T19:49:23.861647,,6b77fd10-2f05-48b5-8cf2-fca56a8cf42d,recsys_clickthrough_model,18,ci-baef9df,shadow,25,success,,,auto_retrain,ml-dev,recsys-clickthrough-service:18.5.15
6e28099b-0202-410a-a3aa-0547a5438a78,rag_qa_service,staging,2024-09-06T23:34:54.572887,,705067cb-26da-4ea7-8fde-e8197655d453,rag_qa_service_model,9,ci-111bdbc,blue_green,100,success,,,security_patch,ml-staging,rag-qa-service-service:9.9.19
f6ff26b7-cdf1-4f34-9ca3-a7414df152bc,fraud_detection,prod,2024-02-16T02:51:44.722507,,e6fad155-1213-412d-91ed-896a02f4f563,fraud_detection_model,16,ci-c9e0c3c,canary,100,success,,,security_patch,ml-prod,fraud-detection-service:16.5.19
8f5d37b3-91c3-4fab-a425-93d58cb5184e,fraud_detection,staging,2024-06-25T10:23:21.032347,,9c995b06-be85-45ed-9a3b-f83157876bf1,fraud_detection_model,1,ci-10961cd,blue_green,100,success,,,user,ml-staging,fraud-detection-service:1.4.11
f00473d3-32f1-46cd-b557-c9e9c6eb0f75,recsys_clickthrough,dev,2024-06-25T17:17:56.808100,,f851ad09-4cb6-4470-9b7b-9521c3e495f2,recsys_clickthrough_model,14,ci-c01ccfe,blue_green,100,success,,,user,ml-dev,recsys-clickthrough-service:14.4.8
a61dcc7f-af42-412d-8e5c-fdc6ba0d9138,rag_qa_service,prod,2024-10-24T23:27:34.278262,,d8623dad-46b2-4889-b6e9-cb4854ce460c,rag_qa_service_model,3,ci-4c83654,canary,10,failed,build,infra_error,auto_retrain,ml-prod,rag-qa-service-service:3.0.12
ff168f50-5863-4b87-8bda-c1420e721244,recsys_clickthrough,dev,2024-09-14T16:20:27.573649,,bfa038a7-6039-43ae-addd-b5c5f076fdfe,recsys_clickthrough_model,5,ci-0db7568,shadow,100,success,,,security_patch,ml-dev,recsys-clickthrough-service:5.9.20
078a5d18-ebff-4817-8f80-03a4a7f4b9f4,fraud_detection,staging,2024-10-21T13:48:51.902087,,c3482df0-06df-4df2-b915-55c3ef407060,fraud_detection_model,7,ci-944aa45,rolling,100,success,,,security_patch,ml-staging,fraud-detection-service:7.7.13
42235c0c-9002-4786-b012-1278a2a51de6,recsys_clickthrough,dev,2024-01-13T02:43:26.125726,,2ca4fe89-02d7-48f3-badb-fbd7c6e59f4e,recsys_clickthrough_model,19,ci-6619506,rolling,100,success,,,auto_retrain,ml-dev,recsys-clickthrough-service:19.7.4
d4e15f30-e202-4713-a53e-3a162aed4172,energy_forecasting,staging,2024-10-03T12:54:56.923698,,1f99cd46-c4a3-4052-a804-cd48638ef7de,energy_forecasting_model,3,ci-6890ff6,rolling,100,success,,,security_patch,ml-staging,energy-forecasting-service:3.7.12
083d0746-180b-4a65-acd5-ecd6996041df,recsys_clickthrough,dev,2024-09-08T04:08:22.115231,,d442f2f9-096f-4fb8-910e-ea8576a20289,recsys_clickthrough_model,20,ci-6c484fe,rolling,100,success,,,security_patch,ml-dev,recsys-clickthrough-service:20.6.15
c08f8cf7-881f-4937-a852-84b5892ea5f8,recsys_clickthrough,staging,2024-12-07T11:17:52.097250,,89e37edb-2018-49c5-b7f8-3b0c4ee90eb1,recsys_clickthrough_model,6,ci-7a015ef,rolling,100,success,,,user,ml-staging,recsys-clickthrough-service:6.1.4
2cd8ecf0-67d0-442d-812b-1cc8e36f711c,fraud_detection,dev,2024-03-05T15:15:13.792119,,caab00bd-3c16-4792-a1de-a483afca9b34,fraud_detection_model,16,ci-d05dd46,blue_green,100,failed,deploy,healthcheck_fail,user,ml-dev,fraud-detection-service:16.7.5
77fcb064-aa42-4f3a-aa30-f8d9c6499e0f,rag_qa_service,dev,2024-05-09T16:06:53.979231,,2b9f13c5-d1ce-407e-83cd-4f38726d3a90,rag_qa_service_model,7,ci-5b331b8,rolling,100,success,,,auto_retrain,ml-dev,rag-qa-service-service:7.6.0
15370513-708f-4e60-bba2-089aec024866,fraud_detection,dev,2024-08-28T05:06:49.368049,,894f586f-1d53-4bff-9129-ed38f34d484e,fraud_detection_model,13,ci-2bb012e,rolling,100,success,,,auto_retrain,ml-dev,fraud-detection-service:13.4.7
2e988432-f215-4fc8-8d22-7d4848ed2ca1,fraud_detection,prod,2024-08-12T20:19:35.750405,,810f9903-4c79-4066-918d-ea408973d7c5,fraud_detection_model,3,ci-c40ee73,rolling,100,success,,,security_patch,ml-prod,fraud-detection-service:3.3.20
088173a2-e953-4e5b-9387-8c469e0354cb,recsys_clickthrough,staging,2024-12-18T15:53:16.442613,,e29357aa-3dfd-4312-80b7-832ff84af18b,recsys_clickthrough_model,9,ci-4c11e21,rolling,100,success,,,auto_retrain,ml-staging,recsys-clickthrough-service:9.9.18
c2bb7f8d-b9fc-41e1-a46e-46ac3f7279e4,fraud_detection,prod,2024-03-09T05:36:09.296267,,697c5001-31a1-456f-914f-01560c257578,fraud_detection_model,2,ci-fc924f5,canary,10,success,,,auto_retrain,ml-prod,fraud-detection-service:2.8.19
598c4f03-48a0-4492-8a47-856e76d831e5,rag_qa_service,prod,2024-10-02T00:41:20.691027,,d4ee704f-d726-48d9-8408-fe80bdcacabb,rag_qa_service_model,16,ci-7fcdd6c,canary,100,success,,,auto_retrain,ml-prod,rag-qa-service-service:16.8.16
34140908-ecd0-4f02-9382-ebd44ac4c825,fraud_detection,prod,2024-11-04T13:21:06.832922,,8a332f96-daac-43c0-b3f9-68dc59776a3e,fraud_detection_model,5,ci-542a31e,shadow,25,success,,,security_patch,ml-prod,fraud-detection-service:5.8.5
5b0dd5cd-8b8c-447d-8acd-091060a12735,fraud_detection,staging,2024-01-02T19:37:36.343282,2024-01-03T00:19:49.010793,61b6dbce-a147-4e35-b2ce-72016c23bb46,fraud_detection_model,9,ci-870466e,rolling,100,rolled_back,deploy,timeout,security_patch,ml-staging,fraud-detection-service:9.0.17
7d1c3446-2ace-4f35-b210-29e777cebfc6,fraud_detection,dev,2024-07-05T11:11:40.170806,,095dd14b-a45e-4ea0-9538-51b9c22d2fa3,fraud_detection_model,11,ci-81a073a,rolling,100,success,,,user,ml-dev,fraud-detection-service:11.6.17
c3a90a05-146c-44c2-9674-156dcbe2f6a1,rag_qa_service,dev,2024-12-08T11:56:59.857974,,1a601826-890e-4abd-b60c-608e07b73dbe,rag_qa_service_model,14,ci-2a0dbf4,rolling,100,success,,,auto_retrain,ml-dev,rag-qa-service-service:14.3.0
9702a9b5-f8ee-42ce-affc-704c1357377a,energy_forecasting,staging,2024-12-17T21:37:38.731989,,c30344ff-429d-4bdc-b7d7-8baacdd1a1bb,energy_forecasting_model,9,ci-2c9e574,shadow,50,success,,,user,ml-staging,energy-forecasting-service:9.3.2
9f510919-7edb-4bd9-8fd2-cc344d5ac769,energy_forecasting,staging,2024-08-10T07:25:21.537229,,3536fb2c-8a5c-4c23-91f1-f9062db8a3de,energy_forecasting_model,12,ci-5334979,rolling,100,success,,,security_patch,ml-staging,energy-forecasting-service:12.7.0
151c1b4f-2108-4667-982d-5da1832c36d6,fraud_detection,dev,2024-01-08T08:43:39.962073,,99405fb8-5463-45aa-ac46-835dc20debde,fraud_detection_model,7,ci-497b858,rolling,100,success,,,auto_retrain,ml-dev,fraud-detection-service:7.1.16
62f78b5a-8b3f-4bd6-968f-52ef7c5f2379,rag_qa_service,staging,2024-01-21T05:19:19.309900,,c4aa39c1-d22b-4fca-8645-4168a20fbaf2,rag_qa_service_model,1,ci-192936e,shadow,25,failed,post_deploy_checks,test_failure,security_patch,ml-staging,rag-qa-service-service:1.2.15
bb77cf87-5e43-45bf-91f8-8b5421a1689f,rag_qa_service,prod,2024-12-13T08:58:37.892866,,b36ba44e-f3dd-46b1-b8e0-54ba03c57c8d,rag_qa_service_model,4,ci-322d58e,rolling,100,success,,,auto_retrain,ml-prod,rag-qa-service-service:4.0.9
a104351a-ba2c-40b6-82d4-6ae39987113b,fraud_detection,staging,2024-07-19T20:13:10.452981,2024-07-20T03:06:31.280877,971adc8f-5030-4508-b829-b194dd215e2c,fraud_detection_model,10,ci-d4736df,rolling,100,rolled_back,test,config_error,auto_retrain,ml-staging,fraud-detection-service:10.6.0
06261d7b-a3a9-4f87-8900-f0f18068efc0,fraud_detection,dev,2024-02-29T21:16:19.497529,,0ea4b35d-613b-4f76-a2e2-c97db7d2e5bf,fraud_detection_model,5,ci-fd1fca2,rolling,100,success,,,security_patch,ml-dev,fraud-detection-service:5.3.16
6d3df525-fd6a-43ec-9649-6956f713023e,fraud_detection,staging,2024-12-16T00:58:22.181974,,e1c5941d-af8d-4971-a544-330c5f6cff73,fraud_detection_model,7,ci-76b33de,rolling,100,success,,,security_patch,ml-staging,fraud-detection-service:7.5.20
94209fdb-cf38-46a0-8bbf-ebff4326a733,energy_forecasting,staging,2024-04-09T09:18:59.688974,,4ab880e3-c5b7-4ee1-b1d8-04397611e5c3,energy_forecasting_model,4,ci-6a6e8f1,rolling,100,success,,,user,ml-staging,energy-forecasting-service:4.4.20
2a0fbf3a-d74e-4e56-a1cb-2c33a2369b6b,fraud_detection,prod,2024-11-26T21:40:14.781638,,19cdae41-083a-4af7-a1fb-dc4ceee63f0f,fraud_detection_model,12,ci-4e8184d,rolling,100,success,,,auto_retrain,ml-prod,fraud-detection-service:12.5.3
9ea1624f-3e3a-483c-b76c-3eb853b15e0f,energy_forecasting,dev,2024-02-11T23:51:44.584841,,0ade0333-fcc3-4c22-8243-cce2ad972e95,energy_forecasting_model,7,ci-7a7b4bf,blue_green,100,success,,,auto_retrain,ml-dev,energy-forecasting-service:7.4.20
3f15d730-9bdc-46f7-956d-1e9642d2617f,rag_qa_service,prod,2024-03-23T19:45:39.908780,,d709598d-baa8-4ce5-8a02-ba647d94bbef,rag_qa_service_model,15,ci-9ebdcb9,rolling,100,success,,,auto_retrain,ml-prod,rag-qa-service-service:15.2.2
eabd8ce5-68ba-4906-811b-1aaf662b6b75,fraud_detection,staging,2024-12-28T07:17:33.431904,,8fff7e2e-0574-42fd-a4cc-99af8f3b184e,fraud_detection_model,8,ci-d3b5777,rolling,100,success,,,security_patch,ml-staging,fraud-detection-service:8.7.15
617854e9-6559-448d-8cc0-1f052343abe5,energy_forecasting,staging,2024-02-21T16:19:51.211139,,74ff362d-8f19-4e59-97f0-c83270b25353,energy_forecasting_model,12,ci-d47f15c,rolling,100,success,,,security_patch,ml-staging,energy-forecasting-service:12.0.17
6c23bcbb-683b-4bf6-a1af-ffe117e326d6,energy_forecasting,staging,2024-03-16T15:19:21.306573,,7eb26e14-e96b-46af-86a8-a4d7144a5dbb,energy_forecasting_model,5,ci-390cd1d,blue_green,100,success,,,user,ml-staging,energy-forecasting-service:5.1.2
dccfe362-a380-4163-a83a-3e48eed8382b,fraud_detection,dev,2024-02-07T09:55:12.659276,,9570d25a-f864-4b39-9182-a5fc4ddf4825,fraud_detection_model,15,ci-4b649c4,rolling,100,success,,,security_patch,ml-dev,fraud-detection-service:15.9.0
254274fa-9b05-4ee1-ba41-abad3dc9b9f3,fraud_detection,dev,2024-12-16T02:49:08.090052,,dfc727ae-591e-4097-8874-aa2f7eb4f85a,fraud_detection_model,10,ci-6dddb0d,blue_green,100,success,,,security_patch,ml-dev,fraud-detection-service:10.9.18
3d8588c7-a45d-4583-b8f1-3eda0848a2f8,recsys_clickthrough,prod,2024-07-07T15:25:48.534796,2024-07-07T23:32:13.829685,1069a676-d660-40bd-840f-b7b459994aca,recsys_clickthrough_model,20,ci-7f6a620,blue_green,100,rolled_back,test,infra_error,security_patch,ml-prod,recsys-clickthrough-service:20.6.3
c18e005f-8f3a-4a75-9bc4-aa33f41d7c20,fraud_detection,dev,2024-04-11T22:15:27.045999,,7ee2ee46-0d44-43cf-b125-80a36059705a,fraud_detection_model,5,ci-a0869fe,rolling,100,success,,,auto_retrain,ml-dev,fraud-detection-service:5.9.15
47813cb6-6573-411e-9208-a57a0c74870c,energy_forecasting,dev,2024-08-03T14:08:18.471441,,b63af0d7-1d9d-4f09-8e74-d935af5a2b47,energy_forecasting_model,20,ci-92e71a4,rolling,100,success,,,security_patch,ml-dev,energy-forecasting-service:20.1.14
ed6acdb7-a84a-4163-82a4-a6b7910cfb62,recsys_clickthrough,staging,2024-03-08T23:02:42.253704,,fa730923-95cc-4675-95ee-d284ffc17467,recsys_clickthrough_model,12,ci-0f658bd,blue_green,100,success,,,security_patch,ml-staging,recsys-clickthrough-service:12.8.13
b9deea50-dc33-4698-9137-8c73747aebdc,energy_forecasting,prod,2024-11-25T16:51:35.409656,,b6274b30-0106-4e45-ad5e-ee49227c4a08,energy_forecasting_model,1,ci-7f8f7de,canary,100,success,,,security_patch,ml-prod,energy-forecasting-service:1.4.6
e977809a-0395-464c-914b-1af87bc479f6,fraud_detection,prod,2024-11-21T03:14:21.581715,2024-11-21T06:51:43.416378,3d5c9446-4bcc-4618-8947-5476c1947292,fraud_detection_model,9,ci-62676cd,canary,25,rolled_back,post_deploy_checks,timeout,security_patch,ml-prod,fraud-detection-service:9.6.8
6fbca27a-b76e-45d3-8382-c9ce707cb01b,rag_qa_service,prod,2024-10-15T18:00:12.404337,,ae675e4a-1d79-4d05-a0ac-ea580fec2169,rag_qa_service_model,1,ci-494715a,canary,100,success,,,security_patch,ml-prod,rag-qa-service-service:1.3.8
dcc490cb-cfde-4e67-96dd-174c30e8ee67,fraud_detection,prod,2024-06-14T11:32:56.117939,,b4215c83-0974-4ff6-aec5-67489607db85,fraud_detection_model,2,ci-3790bab,canary,50,failed,build,healthcheck_fail,security_patch,ml-prod,fraud-detection-service:2.6.10
45d6b5f8-24c9-4a1a-8e42-3b221d615718,rag_qa_service,prod,2024-05-24T12:40:49.033690,,54e50ddb-7416-4bd5-9899-c5af43ac2ced,rag_qa_service_model,4,ci-3c58fc7,rolling,100,success,,,user,ml-prod,rag-qa-service-service:4.5.7
6066ae17-b04c-4a72-a8cc-db944ef26ee5,energy_forecasting,staging,2024-07-23T10:41:38.241588,,fe5e08a1-368f-41c9-b407-92880f7046c9,energy_forecasting_model,6,ci-29394b0,rolling,100,success,,,auto_retrain,ml-staging,energy-forecasting-service:6.0.15
3587b0ca-b340-42bd-8762-21bcfee272a4,rag_qa_service,dev,2024-10-13T05:53:53.189679,,ed09ed43-193a-4226-b5d3-aab6c47d3507,rag_qa_service_model,3,ci-62f401c,blue_green,100,failed,deploy,test_failure,user,ml-dev,rag-qa-service-service:3.6.11
ee7e8e71-82ef-4f7f-b1d7-34cc68413737,fraud_detection,staging,2024-10-06T15:38:46.985631,,d0675eb4-8ffe-4422-b692-46e134bdb7de,fraud_detection_model,20,ci-ee7a4fc,rolling,100,success,,,auto_retrain,ml-staging,fraud-detection-service:20.6.1
85cdbc8f-47d9-464f-ad99-6b5f016564fc,recsys_clickthrough,dev,2024-09-13T03:32:21.375747,,c47b3a77-6916-4daf-9388-3bed3f8f6738,recsys_clickthrough_model,4,ci-719cbc4,rolling,100,failed,post_deploy_checks,healthcheck_fail,user,ml-dev,recsys-clickthrough-service:4.0.2
c7c857b4-54c0-456f-bc50-b0b8b579c217,recsys_clickthrough,dev,2024-11-01T22:18:59.901634,,e91e573d-7a14-411c-aa0d-c75e260f3ca6,recsys_clickthrough_model,17,ci-a914897,rolling,100,success,,,security_patch,ml-dev,recsys-clickthrough-service:17.7.6
272c5efc-6f94-41a6-a49e-4398a1df355f,rag_qa_service,staging,2024-02-21T07:38:49.548883,,571bb2f6-90f2-4e3d-9789-0101f07028d3,rag_qa_service_model,12,ci-e7a4f83,rolling,100,failed,build,config_error,auto_retrain,ml-staging,rag-qa-service-service:12.0.11
e3b0c020-bdfb-465c-81df-37445a16751f,energy_forecasting,staging,2024-11-01T08:28:54.724035,,77b5840c-93ef-4ce5-946f-bd1cc5e4b454,energy_forecasting_model,9,ci-7bd7677,rolling,100,success,,,security_patch,ml-staging,energy-forecasting-service:9.8.3
809e8e56-bd93-4442-808e-7b45a3281c6c,rag_qa_service,prod,2024-04-17T21:24:33.733901,,acb277ac-a09e-4eda-9546-21d32a8c6a24,rag_qa_service_model,16,ci-ed92749,rolling,100,success,,,security_patch,ml-prod,rag-qa-service-service:16.8.9
1974c726-04fd-4ccb-9628-da5951986068,fraud_detection,prod,2024-06-02T09:44:26.165531,,4bd0c014-176e-43c0-bed9-df10308aee80,fraud_detection_model,5,ci-7e75bc0,canary,25,success,,,security_patch,ml-prod,fraud-detection-service:5.1.1
23e0ebe3-6129-4e25-8a6f-64d505824eae,rag_qa_service,staging,2024-04-27T14:45:40.001474,,6236014a-53de-4bad-94d3-393d3efa3112,rag_qa_service_model,5,ci-d47f8ca,blue_green,100,success,,,auto_retrain,ml-staging,rag-qa-service-service:5.7.16
cccd5a6d-0a81-4b36-8c6a-ea552acac050,energy_forecasting,prod,2024-07-07T06:19:05.126283,,44200c76-f5e3-4316-8d00-46b6cd745619,energy_forecasting_model,12,ci-4d53e54,blue_green,100,success,,,security_patch,ml-prod,energy-forecasting-service:12.0.9
7c2184d4-d718-4ece-a4ef-54fae886372c,recsys_clickthrough,prod,2024-10-13T10:04:17.390702,,9b07f77d-b3a1-48c2-976e-d1ded2df7046,recsys_clickthrough_model,10,ci-017d8cc,canary,100,success,,,auto_retrain,ml-prod,recsys-clickthrough-service:10.3.2
bf96e7c8-f7ce-4115-afb0-fe6b04957697,rag_qa_service,staging,2024-11-04T22:00:46.078734,,a56ff631-e421-4546-972b-35625def844e,rag_qa_service_model,15,ci-ffe8aef,blue_green,100,success,,,security_patch,ml-staging,rag-qa-service-service:15.3.0
f65c5563-9d85-4843-97cc-daa64ddc0f64,rag_qa_service,dev,2024-12-27T13:54:52.082190,,fa23369d-294b-45e2-ac3e-8464f6b2ed35,rag_qa_service_model,17,ci-6dd29c1,blue_green,100,success,,,auto_retrain,ml-dev,rag-qa-service-service:17.2.6
